Hs-PLTP,2000,1000,T101393-PLTP,"p1@PLTP"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T011776,t101393,2,008.0000,1.0,p1@ADAMTS15,170689,16305,Q8TE58,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif 15","gene with protein product"
186,T026019,t101393,1,856.0000,0.922465208748,p2@GRASP,160622,18707,Q7Z6J2,GRASP,"general receptor for phosphoinositides 1 associated scaffold protein","gene with protein product"
187,T059400,t101393,1,848.0000,0.921236291127,p3@C1QL1,10882,24182,O75973,C1QL1,"complement C1q like 1","gene with protein product"
188,T007345,t101393,1,847.0000,0.919820717131,p3@ZCCHC24,219654,26911,Q5W133,ZCCHC24,"zinc finger CCHC-type containing 24","gene with protein product"
189,T046386,t101393,1,846.0000,0.919780767314,p7@STRA6,64220,30650,B7Z5G7,STRA6,"stimulated by retinoic acid 6","gene with protein product"
190,T069765,t101393,1,846.0000,0.918865107018,p3@KANK2,25959,29300,Q9NXX5,KANK2,"KN motif and ankyrin repeat domains 2","gene with protein product"
191,T015471,t101393,1,846.0000,0.918865107018,p2@PTGDR2,11251,4502,Q9Y5Y4,PTGDR2,"prostaglandin D2 receptor 2","gene with protein product"
192,T101393,t200705,1,844.0000,0.918784255107,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
193,T057821,t101393,1,846.0000,0.918407960199,p6@PPP1R1B,84152,9287,"B3KVQ9,Q9UD71",PPP1R1B,"protein phosphatase 1 regulatory inhibitor subunit 1B","gene with protein product"
194,T088013,t101393,1,844.0000,0.918326693227,p1@MYOG,4656,7612,P15173,MYOG,myogenin,"gene with protein product"
195,T101393,t130048,1,844.0000,0.918326693227,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
196,T000685,t101393,1,843.0000,0.918285999003,p4@OBFC1,79991,26200,Q9H668,STN1,"STN1, CST complex subunit","gene with protein product"
197,T101393,t135480,1,844.0000,0.917869586859,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
198,T101393,t155589,1,844.0000,0.917412935323,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
199,T087398,t101393,1,842.0000,0.917330677291,p20@CAPZB,832,1491,B1AK88,CAPZB,"capping actin protein of muscle Z-line beta subunit","gene with protein product"
200,T081817,t101393,1,836.0000,0.915254237288,p1@ITGA10,8515,6135,"F5GY13,B2RTV5",ITGA10,"integrin subunit alpha 10","gene with protein product"
201,T101393,t200703,1,836.0000,0.913887506222,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
202,T101393,t102148,1,836.0000,0.913887506222,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
203,T101393,t121059,1,834.0000,0.913801694071,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
204,T101393,t130018,1,833.0000,0.913303437967,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
205,T101393,t200704,1,837.0000,0.913021868787,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
206,T012930,t101393,1,831.0000,0.911852589641,p12@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
207,T090848,t101393,1,825.0000,0.911588411588,p8@C1QB,713,1242,"P02746,D6RA08",C1QB,"complement C1q B chain","gene with protein product"
208,T018521,t101393,1,834.0000,0.911530815109,p2@SERPINH1,871,1546,E9PLA6,SERPINH1,"serpin family H member 1","gene with protein product"
209,T101393,t155587,1,829.0000,0.911310413553,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
210,T031343,t101393,1,824.0000,0.911088911089,p11@COL4A2,1284,2203,A2A352,COL4A2,"collagen type IV alpha 2 chain","gene with protein product"
211,T036418,t101393,1,826.0000,0.910269192423,p2@ARHGEF40,55701,25516,Q8TER5,ARHGEF40,"Rho guanine nucleotide exchange factor 40","gene with protein product"
212,T012941,t101393,1,825.0000,0.910224438903,p42@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
213,T019067,t101393,1,827.0000,0.909407665505,p8@EFCAB4A,283229,28703,,CRACR2B,"calcium release activated channel regulator 2B","gene with protein product"
214,T101393,t190313,1,824.0000,0.908366533865,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
215,T101393,t109683,1,828.0000,0.908097367114,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
216,T031348,t101393,1,820.0000,0.907278165503,p1@COL4A2,1284,2203,"E7EPD1,P08572",COL4A2,"collagen type IV alpha 2 chain","gene with protein product"
217,T101393,t189518,1,820.0000,0.906374501992,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
218,T070609,t101393,1,819.0000,0.906327852516,p5@PRKACA,5566,9380,B7Z708,PRKACA,"protein kinase cAMP-activated catalytic subunit alpha","gene with protein product"
219,T016352,t101393,1,819.0000,0.904975124378,p4@DNAJC4,3338,5271,G3V1T1,DNAJC4,"DnaJ heat shock protein family (Hsp40) member C4","gene with protein product"
220,T016127,t101393,1,819.0000,0.904525111885,p4@SLC22A6,9356,10970,,SLC22A6,"solute carrier family 22 member 6","gene with protein product"
221,T101393,t191506,1,819.0000,0.90407554672,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
222,T019501,t101393,1,817.0000,0.903980099502,p4@CHID1,66005,28474,"Q9BWS9,E9PRL3",CHID1,"chitinase domain containing 1","gene with protein product"
223,T093390,t101393,1,814.0000,0.903386454183,p18@COL16A1,1307,2193,,COL16A1,"collagen type XVI alpha 1 chain","gene with protein product"
224,T063773,t101393,1,811.0000,0.903241895262,p34@SEPT9,10801,7323,,SEPT9,"septin 9","gene with protein product"
225,T028857,t101393,1,811.0000,0.902791625125,p1@LPCAT3,10162,30244,"Q6P1A2,F5H0M4,F5GYT3,F5H680,F5H7K7,B7Z3N5",LPCAT3,"lysophosphatidylcholine acyltransferase 3","gene with protein product"
226,T101393,t119954,1,806.0000,0.901647528707,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
227,T101393,t102149,1,812.0000,0.901044256589,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
228,T101393,t107820,1,807.0000,0.899900398406,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
229,T051966,t101393,1,814.0000,0.899801587302,p1@C16orf89,146556,28687,,C16orf89,"chromosome 16 open reading frame 89","gene with protein product"
230,T064235,t101393,1,801.0000,0.897806580259,p4@C1QTNF1,114897,14324,Q9BXJ1,C1QTNF1,"C1q and tumor necrosis factor related protein 1","gene with protein product"
231,T040635,t101393,1,798.0000,0.8963110668,p7@FLVCR2,55640,20105,G3V391,FLVCR2,"feline leukemia virus subgroup C cellular receptor family member 2","gene with protein product"
232,T026428,t101393,1,800.0000,0.89552238806,p3@CSAD,51380,18966,B4DL84,CSAD,"cysteine sulfinic acid decarboxylase","gene with protein product"
233,T101393,t161154,1,794.0000,0.894763092269,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
234,T063723,t101393,1,798.0000,0.894527363184,p1@SAT2,112483,23160,Q96F10,SAT2,"spermidine/spermine N1-acetyltransferase family member 2","gene with protein product"
235,T037436,t101393,1,795.0000,0.894369706029,p3@NYNRIN,57523,20165,Q9P2P1,NYNRIN,"NYN domain and retroviral integrase containing","gene with protein product"
236,T000684,t101393,1,793.0000,0.894264339152,p7@OBFC1,79991,26200,Q9H668,STN1,"STN1, CST complex subunit","gene with protein product"
237,T059626,t101393,1,793.0000,0.892928286853,p1@SMTNL2,342527,24764,Q2TAL5,SMTNL2,"smoothelin like 2","gene with protein product"
238,T101393,t197024,1,790.0000,0.8927680798,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
239,T072317,t101393,1,794.0000,0.892537313433,p2@TIMM13,26517,11816,Q9Y5L4,TIMM13,"translocase of inner mitochondrial membrane 13","gene with protein product"
240,T101393,t150066,1,790.0000,0.892323030907,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
241,T015404,t101393,1,794.0000,0.892093485828,p3@MS4A4A,51338,13371,F8W866,MS4A4A,"membrane spanning 4-domains A4A","gene with protein product"
242,T101393,t174541,1,792.0000,0.891542288557,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
243,T101393,t168635,1,784.0000,0.890664003994,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
244,T101393,t123112,1,786.0000,0.88899950224,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
245,T076789,t101393,1,783.0000,0.887948207171,p1@FCGRT,2217,3621,,FCGRT,"Fc fragment of IgG receptor and transporter","gene with protein product"
246,T063507,t101393,1,777.0000,0.886726546906,p3@CYGB,114757,16505,Q8WWM9,CYGB,cytoglobin,"gene with protein product"
247,T101393,t165810,1,771.0000,0.884615384615,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
248,T013121,t101393,1,770.0000,0.883674488268,p1@CD81,975,1701,P60033,CD81,"CD81 molecule","gene with protein product"
249,T015739,t101393,1,780.0000,0.883374689826,p7@RAB3IL1,5866,9780,Q8TBN0,RAB3IL1,"RAB3A interacting protein like 1","gene with protein product"
250,T050809,t101393,1,770.0000,0.882793017456,p3@MAPK3,5595,6877,,MAPK3,"mitogen-activated protein kinase 3","gene with protein product"
251,T093391,t101393,1,768.0000,0.880916791231,p13@COL16A1,1307,2193,,COL16A1,"collagen type XVI alpha 1 chain","gene with protein product"
252,T101393,t127793,1,765.0000,0.878984063745,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
253,T101393,t168636,1,762.0000,0.878364905284,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
254,T100992,t101393,1,765.0000,0.878109452736,p3@ADA,100,186,,ADA,"adenosine deaminase","gene with protein product"
255,T015395,t101393,1,763.0000,0.877988047809,p13@MS4A6A,64231,13375,"F8W9K1,Q9H2W1",MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
256,T101393,t101560,1,765.0000,0.877236580517,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
257,T101393,t191500,1,760.0000,0.876057740169,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
258,T020205,t101393,1,758.0000,0.87506222001,p1@LINC00485,283432,27476,,LINC00485,"long intergenic non-protein coding RNA 485","RNA, long non-coding"
259,T101393,t191053,1,757.0000,0.875,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
260,T012976,t101393,1,756.0000,0.874937717987,p50@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
261,T065084,t101393,1,755.0000,0.874875373878,p5@RAC3,5881,9803,P60763,RAC3,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)","gene with protein product"
262,T058108,t101393,1,760.0000,0.874751491054,p1@GJD3,125111,19147,Q8N144,GJD3,"gap junction protein delta 3","gene with protein product"
263,T080261,t101393,1,756.0000,0.874501992032,p4@GSTM2,2946,4634,P28161,GSTM2,"glutathione S-transferase mu 2","gene with protein product"
264,T101393,t132435,1,754.0000,0.874376869392,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
265,T101393,t111883,1,750.0000,0.872817955112,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
266,T055847,t101393,1,747.0000,0.870887337986,p5@SERPINF1,5176,8824,P36955,SERPINF1,"serpin family F member 1","gene with protein product"
267,T101393,t191503,1,747.0000,0.870019920319,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
268,T101393,t192058,1,742.0000,0.869261477046,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
269,T007495,t101393,1,745.0000,0.867727498757,p1@TSPAN14,81619,23303,"A6NEP9,Q8N2P5",TSPAN14,"tetraspanin 14","gene with protein product"
270,T064773,t101393,1,744.0000,0.867661691542,p1@ALOX15B,247,434,O15296,ALOX15B,"arachidonate 15-lipoxygenase, type B","gene with protein product"
271,T101393,t189757,1,740.0000,0.86739780658,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
272,T101393,t135608,1,738.0000,0.866400797607,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
273,T087808,t101393,1,735.0000,0.866200698952,p5@NAV1,89796,15989,"F8W780,Q8NEY1",NAV1,"neuron navigator 1","gene with protein product"
274,T060435,t101393,1,744.0000,0.865938430983,p64@COL1A1,1277,2197,,COL1A1,"collagen type I alpha 1 chain","gene with protein product"
275,T012917,t101393,1,739.0000,0.865604778497,p24@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
276,T101393,t165119,1,736.0000,0.86368159204,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
277,T029212,t101393,1,737.0000,0.863320079523,p2@CD163,9332,1631,C9JHR8,CD163,"CD163 molecule","gene with protein product"
278,T101393,t125708,1,730.0000,0.862412761715,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
279,T101393,t127794,1,730.0000,0.861553784861,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
280,T101393,t121062,1,728.0000,0.860557768924,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
281,T101393,t198161,1,723.0000,0.858495266567,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
282,T075853,t101393,1,728.0000,0.857994041708,p2@HIF3A,64344,15825,"Q9Y2N7,E7EWV6,F8WE93,E9PNQ7",HIF3A,"hypoxia inducible factor 3 alpha subunit","gene with protein product"
283,T047015,t101393,1,720.0000,0.855721393035,p2@FAH,2184,3579,"P16930,B7Z4W2",FAH,"fumarylacetoacetate hydrolase","gene with protein product"
284,T101393,t140755,1,717.0000,0.855505729945,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
285,T031346,t101393,1,716.0000,0.855007473842,p1@COL4A1,1282,2202,"F8WEC9,P02462",COL4A1,"collagen type IV alpha 1 chain","gene with protein product"
286,T045603,t101393,1,718.0000,0.854726368159,p1@IGDCC4,57722,13770,Q8TDY8,IGDCC4,"immunoglobulin superfamily DCC subclass member 4","gene with protein product"
287,T101393,t168634,1,718.0000,0.853876739563,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
288,T101393,t112063,1,714.0000,0.853585657371,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
289,T101393,t107407,1,714.0000,0.853585657371,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
290,T079437,t101393,1,713.0000,0.853512705531,p1@RAB11B,9230,9761,Q15907,RAB11B,"RAB11B, member RAS oncogene family","gene with protein product"
291,T039249,t101393,1,712.0000,0.853439680957,p11@TMEM30B,161291,27254,,TMEM30B,"transmembrane protein 30B","gene with protein product"
292,T012561,t101393,1,712.0000,0.853439680957,p2@TMEM86A,144110,26890,,TMEM86A,"transmembrane protein 86A","gene with protein product"
293,T101393,t136342,1,711.0000,0.852516193323,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
294,T050943,t101393,1,708.0000,0.85187032419,p7@PRR14,78994,28458,Q9BWN1,PRR14,"proline rich 14","gene with protein product"
295,T090859,t101393,1,707.0000,0.851796407186,p6@C1QB,713,1242,P02746,C1QB,"complement C1q B chain","gene with protein product"
296,T036419,t101393,1,709.0000,0.850671976108,p1@ARHGEF40,55701,25516,G3V485,ARHGEF40,"Rho guanine nucleotide exchange factor 40","gene with protein product"
297,T054184,t101393,1,707.0000,0.850523168909,p3@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
298,T101393,t110222,1,707.0000,0.850099601594,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
299,T101393,t199475,1,706.0000,0.850024912805,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
300,T069766,t101393,1,703.0000,0.849376558603,p4@KANK2,25959,29300,Q9NXX5,KANK2,"KN motif and ankyrin repeat domains 2","gene with protein product"
301,T090850,t101393,1,708.0000,0.849328692193,p1@C1QB,713,1242,"P02746,D6RA08",C1QB,"complement C1q B chain","gene with protein product"
302,T054258,t101393,1,700.0000,0.848726909636,p1@PKD1L2,114780,21715,Q7Z442,PKD1L2,"polycystin 1 like 2 (gene/pseudogene)","gene with protein product"
303,T101393,t112963,1,704.0000,0.848183175709,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
304,T094776,t101393,1,701.0000,0.847956131605,p6@TMEM53,79639,26186,Q5TDE2,TMEM53,"transmembrane protein 53","gene with protein product"
305,T101393,t140362,1,705.0000,0.847836897066,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
306,T101393,t135798,1,701.0000,0.847533632287,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
307,T101393,t149689,1,706.0000,0.847070506455,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
308,T101393,t182248,1,703.0000,0.846842366982,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
309,T017355,t101393,1,700.0000,0.845771144279,p1@CCS,9973,1613,,CCS,"copper chaperone for superoxide dismutase","gene with protein product"
310,T101393,t166512,1,698.0000,0.84561752988,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
311,T091507,t101393,1,692.0000,0.842629482072,p5@ZNF436,80818,20814,Q9C0F3,ZNF436,"zinc finger protein 436","gene with protein product"
312,T101393,t127785,1,691.0000,0.841293532338,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
313,T093398,t101393,1,687.0000,0.840977068794,p6@COL16A1,1307,2193,,COL16A1,"collagen type XVI alpha 1 chain","gene with protein product"
314,T100993,t101393,1,686.0000,0.840897755611,p1@ADA,100,186,"F5GWI4,F5GYD4",ADA,"adenosine deaminase","gene with protein product"
315,T055942,t101393,1,689.0000,0.840716774515,p9@PEMT,10400,8830,Q9UBM1,PEMT,"phosphatidylethanolamine N-methyltransferase","gene with protein product"
