Hs-PRMT7,2000,1000,T053289-PRMT7,"p3@PRMT7"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T048426,t053289,2,007.0000,1.0,p29@IGF1R,3480,5465,,IGF1R,"insulin like growth factor 1 receptor","gene with protein product"
182,T053289,t085075,1,820.0000,0.905022376927,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
183,T053289,t128474,1,815.0000,0.903884462151,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
184,T003663,t053289,1,814.0000,0.903386454183,p1@THNSL1,79896,26160,Q8IYQ7,THNSL1,"threonine synthase like 1","gene with protein product"
185,T053289,t142706,1,812.0000,0.903290129611,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
186,T021884,t053289,1,813.0000,0.90243902439,p1@NME2P1,,31358,,NME2P1,"NME/NM23 nucleoside diphosphate kinase 2 pseudogene 1",pseudogene
187,T053289,t172309,1,807.0000,0.90214677983,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
188,T053289,t200291,1,813.0000,0.901541521631,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
189,T051064,t053289,1,808.0000,0.900398406375,p2@FBXL19,54620,25300,Q6PCT2,FBXL19,"F-box and leucine rich repeat protein 19","gene with protein product"
190,T046257,t053289,1,804.0000,0.900199600798,p2@BBS4,585,969,"Q96RK4,B4E178",BBS4,"Bardet-Biedl syndrome 4","gene with protein product"
191,T053289,t172310,1,806.0000,0.899850523169,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
192,T053289,t121090,1,805.0000,0.899352267065,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
193,T053289,t182466,1,809.0000,0.899105367793,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
194,T053289,t056534,1,804.0000,0.898854010962,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
195,T053289,t183190,1,804.0000,0.897512437811,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
196,T053289,t069607,1,799.0000,0.896809571286,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
197,T012183,t053289,1,798.0000,0.893194237457,p25@SOX6,55553,16421,,SOX6,"SRY-box 6","gene with protein product"
198,T034743,t053289,1,797.0000,0.893141153082,p2@SOX21,11166,11197,Q9Y651,SOX21,"SRY-box 21","gene with protein product"
199,T053289,t110890,1,790.0000,0.8927680798,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
200,T020957,t053289,1,796.0000,0.892200695479,p4@ANAPC7,51434,17380,,ANAPC7,"anaphase promoting complex subunit 7","gene with protein product"
201,T053289,t201659,1,794.0000,0.892093485828,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
202,T053289,t186840,1,791.0000,0.891044776119,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
203,T053289,t057470,1,784.0000,0.888888888889,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
204,T053289,t151523,1,785.0000,0.888059701493,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
205,T053289,t104635,1,779.0000,0.887281795511,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
206,T053289,t148286,1,780.0000,0.886012941762,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
207,T053289,t056536,1,778.0000,0.885017421603,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
208,T000371,t053289,1,777.0000,0.884519661523,p12@LDB1,8861,6532,,LDB1,"LIM domain binding 1","gene with protein product"
209,T020958,t053289,1,777.0000,0.88407960199,p2@ANAPC7,51434,17380,,ANAPC7,"anaphase promoting complex subunit 7","gene with protein product"
210,T053289,t062714,1,776.0000,0.884021901444,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
211,T053289,t103496,1,775.0000,0.883964143426,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
212,T053289,t113943,1,773.0000,0.883848454636,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
213,T053289,t120140,1,777.0000,0.882762046696,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
214,T053289,t180685,1,772.0000,0.882470119522,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
215,T053289,t178662,1,773.0000,0.882089552239,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
216,T053289,t079065,1,772.0000,0.882030861125,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
217,T036434,t053289,1,770.0000,0.881913303438,p8@ZNF219,51222,13011,G3V4M7,ZNF219,"zinc finger protein 219","gene with protein product"
218,T053289,t168966,1,770.0000,0.881913303438,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
219,T053289,t161040,1,769.0000,0.881415047334,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
220,T006156,t053289,1,755.0000,0.875748502994,p4@TET1,80312,29484,Q8NFU7,TET1,"tet methylcytosine dioxygenase 1","gene with protein product"
221,T053289,t187931,1,761.0000,0.875683739433,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
222,T053289,t080839,1,760.0000,0.875621890547,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
223,T053289,t093180,1,761.0000,0.875248508946,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
224,T053289,t094014,1,754.0000,0.87263681592,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
225,T031654,t053289,1,747.0000,0.871321695761,p2@TMCO3,55002,20329,Q6UWJ1,TMCO3,"transmembrane and coiled-coil domains 3","gene with protein product"
226,T053289,t071342,1,750.0000,0.871080139373,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
227,T040647,t053289,1,748.0000,0.870951669158,p3@C14orf1,11161,1187,"Q9UKR5,Q6FII3,Q86TW5",C14orf1,"chromosome 14 open reading frame 1","gene with protein product"
228,T053289,t061713,1,750.0000,0.870646766169,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
229,T006332,t053289,1,748.0000,0.870084619214,p2@H2AFY2,55506,14453,Q9P0M6,H2AFY2,"H2A histone family member Y2","gene with protein product"
230,T016285,t053289,1,745.0000,0.869890329013,p7@RCOR2,283248,27455,,RCOR2,"REST corepressor 2","gene with protein product"
231,T053289,t155552,1,743.0000,0.869326683292,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
232,T053289,t128249,1,746.0000,0.868656716418,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
233,T053289,t106647,1,746.0000,0.868656716418,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
234,T053289,t058314,1,733.0000,0.862189054726,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
235,T026605,t053289,1,733.0000,0.862189054726,p13@HOXC11,3227,5123,O43248,HOXC11,"homeobox C11","gene with protein product"
236,T053289,t146293,1,722.0000,0.857997010463,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
237,T053289,t087027,1,720.0000,0.857427716849,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
238,T053289,t099590,1,722.0000,0.856290402785,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
239,T053289,t166641,1,721.0000,0.854942871336,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
240,T053289,t184466,1,713.0000,0.854364089776,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
241,T053289,t186841,1,713.0000,0.853087649402,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
242,T053289,t187930,1,712.0000,0.852165256346,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
243,T053289,t059996,1,712.0000,0.852165256346,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
244,T053289,t104929,1,713.0000,0.851391650099,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
245,T020980,t053289,1,709.0000,0.850671976108,p3@C12orf24,29902,30180,F8VXY8,FAM216A,"family with sequence similarity 216 member A","gene with protein product"
246,T053289,t091307,1,710.0000,0.850323222277,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
247,T011765,t053289,1,708.0000,0.850174216028,p3@ZBTB44,29068,25001,"Q8NCP5,B2RBK2",ZBTB44,"zinc finger and BTB domain containing 44","gene with protein product"
248,T050611,t053289,1,703.0000,0.849800399202,p39@MAZ,4150,6914,P56270,MAZ,"MYC associated zinc finger protein","gene with protein product"
249,T053289,t057608,1,709.0000,0.848138957816,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
250,T053289,t166642,1,706.0000,0.847070506455,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
251,T053289,t075958,1,700.0000,0.847035376183,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
252,T053289,t098424,1,698.0000,0.846460618146,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
253,T053289,t168815,1,696.0000,0.845463609172,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
254,T053289,t166643,1,694.0000,0.842786069652,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
255,T053289,t183979,1,688.0000,0.842315369261,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
256,T015703,t053289,1,685.0000,0.840399002494,p5@FADS1,3992,3574,,FADS1,"fatty acid desaturase 1","gene with protein product"
257,T053289,t100780,1,687.0000,0.839303482587,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
258,T053289,t201769,1,684.0000,0.838645418327,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
259,T053289,t107542,1,680.0000,0.837487537388,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
260,T053289,t104634,1,679.0000,0.837406483791,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
261,T053289,t081076,1,681.0000,0.836734693878,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
262,T053289,t121631,1,679.0000,0.835739173718,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
263,T053289,t149190,1,678.0000,0.834410740925,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
264,T053289,t076487,1,681.0000,0.834243176179,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
265,T053289,t110077,1,675.0000,0.834163346614,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
266,T053289,t162863,1,678.0000,0.833996023857,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
267,T053289,t076698,1,670.0000,0.831673306773,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
268,T053289,t117079,1,670.0000,0.830845771144,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
269,T053289,t163199,1,664.0000,0.829925187032,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
270,T053289,t072639,1,667.0000,0.82894082546,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
271,T009679,t053289,1,667.0000,0.82894082546,p3@FDXACB1,91893,25110,B4DUU2,FDXACB1,"ferredoxin-fold anticodon binding domain containing 1","gene with protein product"
272,T053289,t063146,1,662.0000,0.828101644245,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
273,T053289,t102203,1,662.0000,0.827277252364,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
274,T019178,t053289,1,656.0000,0.823880597015,p6@TSPAN4,7106,11859,E9PPX8,TSPAN4,"tetraspanin 4","gene with protein product"
275,T005539,t053289,1,654.0000,0.823705179283,p11@SLC16A9,220963,23520,,SLC16A9,"solute carrier family 16 member 9","gene with protein product"
276,T053289,t136575,1,654.0000,0.823295171727,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
277,T053289,t058552,1,651.0000,0.823030907278,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
278,T012182,t053289,1,649.0000,0.822443890274,p5@SOX6,55553,16421,,SOX6,"SRY-box 6","gene with protein product"
279,T014528,t053289,1,645.0000,0.821268097853,p7@MDK,4192,6972,P21741,MDK,"midkine (neurite growth-promoting factor 2)","gene with protein product"
280,T028204,t053289,1,648.0000,0.820308611249,p11@CHD4,1108,1919,F5H596,CHD4,"chromodomain helicase DNA binding protein 4","gene with protein product"
281,T053289,t166639,1,647.0000,0.81981085117,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
282,T053289,t055136,1,639.0000,0.819090454773,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
283,T053289,t068117,1,642.0000,0.816915422886,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
284,T053289,t084095,1,637.0000,0.815239043825,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
285,T053289,t117860,1,637.0000,0.814022874192,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
286,T053289,t060687,1,634.0000,0.81374501992,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
287,T053289,t056672,1,631.0000,0.812250996016,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
288,T027307,t053289,1,630.0000,0.810945273632,p10@STAT6,6778,11368,,STAT6,"signal transducer and activator of transcription 6","gene with protein product"
289,T017643,t053289,1,627.0000,0.810662680618,p6@GSTP1,2950,4638,,GSTP1,"glutathione S-transferase pi 1","gene with protein product"
290,T053289,t143693,1,629.0000,0.810044753854,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
291,T053289,t085079,1,621.0000,0.809286070894,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
292,T053289,t056919,1,625.0000,0.807654075547,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
293,T053289,t055776,1,618.0000,0.806580259222,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
294,T053289,t164346,1,617.0000,0.803677932406,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
295,T019095,t053289,1,608.0000,0.803196803197,p27@DLG2,1740,2901,E9PQT9,DLG2,"discs large MAGUK scaffold protein 2","gene with protein product"
296,T041636,t053289,1,612.0000,0.801591248135,p1@FAM181A,90050,20491,"G3V5K4,Q8N9Y4",FAM181A,"family with sequence similarity 181 member A","gene with protein product"
297,T053289,t146909,1,603.0000,0.799501246883,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
298,T014527,t053289,1,602.0000,0.797014925373,p4@MDK,4192,6972,E9PLM6,MDK,"midkine (neurite growth-promoting factor 2)","gene with protein product"
299,T032958,t053289,1,597.0000,0.796906187625,p4@SLC25A15,10166,10985,,SLC25A15,"solute carrier family 25 member 15","gene with protein product"
300,T053289,t174007,1,593.0000,0.794513715711,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
301,T053289,t132314,1,584.0000,0.78963110668,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
302,T015115,t053289,1,575.0000,0.785144566301,p9@UBE2L6,9246,12490,O14933,UBE2L6,"ubiquitin conjugating enzyme E2 L6","gene with protein product"
303,T053289,t122831,1,574.0000,0.784646061815,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
304,T053289,t064709,1,574.0000,0.783474365356,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
305,T053289,t059241,1,566.0000,0.780658025922,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
306,T053289,t057234,1,568.0000,0.780099502488,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
307,T053289,t056535,1,560.0000,0.777279521674,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
308,T053289,t199077,1,563.0000,0.776838966203,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
309,T053289,t185625,1,559.0000,0.776781265571,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
310,T053289,t056044,1,561.0000,0.775844930417,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
