Hs-RTN1,2000,1000,T039145-RTN1,"p5@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T018718,t039145,2,011.0000,0.999006458023,p7@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
198,T010819,t039145,1,322.0000,0.657384385878,p8@SORL1,6653,11185,,SORL1,"sortilin related receptor 1","gene with protein product"
199,T012580,t039145,1,297.0000,0.646560319043,p1@PTPN5,84867,9657,B7ZAF5,PTPN5,"protein tyrosine phosphatase, non-receptor type 5","gene with protein product"
200,T039145,t126639,1,299.0000,0.64498510427,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
201,T039145,t076161,1,293.0000,0.642644135189,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
202,T039145,t056508,1,288.0000,0.641753861485,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
203,T011802,t039145,1,288.0000,0.639523336643,p3@TOLLIP,54472,16476,,TOLLIP,"toll interacting protein","gene with protein product"
204,T039145,t179591,1,285.0000,0.638985579314,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
205,T033475,t039145,1,284.0000,0.638805970149,p1@HTR2A,3356,5293,"F5GWE8,P28223,B4DZ79",HTR2A,"5-hydroxytryptamine receptor 2A","gene with protein product"
206,T039145,t078241,1,282.0000,0.63717693837,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
207,T039145,t055210,1,271.0000,0.63296812749,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
208,T039145,t144701,1,268.0000,0.632418952618,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
209,T013940,t039145,1,268.0000,0.630532073595,p12@SLC1A2,6506,10940,,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
210,T011208,t039145,1,257.0000,0.62568442011,p1@NRGN,4900,8000,Q92686,NRGN,neurogranin,"gene with protein product"
211,T026422,t039145,1,255.0000,0.624067628046,p5@CSAD,51380,18966,"E9PFW9,Q9Y600",CSAD,"cysteine sulfinic acid decarboxylase","gene with protein product"
212,T039145,t125086,1,250.0000,0.623130608175,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
213,T039145,t166006,1,245.0000,0.620947630923,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
214,T039145,t072517,1,240.0000,0.61814556331,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
215,T039145,t142882,1,235.0000,0.6141223272,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
216,T022242,t039145,1,230.0000,0.614078881677,p3@BCL7A,605,1004,C9JQM3,BCL7A,"BCL tumor suppressor 7A","gene with protein product"
217,T039145,t174675,1,230.0000,0.613160518445,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
218,T034030,t039145,1,228.0000,0.610337972167,p13@PCDH9,5101,8661,Q5VT82,PCDH9,"protocadherin 9","gene with protein product"
219,T039145,t197953,1,224.0000,0.610169491525,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
220,T025105,t039145,1,225.0000,0.609452736318,p7@NELL2,4753,7751,F8W1A2,NELL2,"neural EGFL like 2","gene with protein product"
221,T039145,t103090,1,214.0000,0.605486284289,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
222,T039145,t128388,1,211.0000,0.601888667992,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
223,T033473,t039145,1,204.0000,0.599303135889,p6@HTR2A,3356,5293,"F5GWE8,P28223,B4DZ79",HTR2A,"5-hydroxytryptamine receptor 2A","gene with protein product"
224,T011275,t039145,1,204.0000,0.59870711089,p10@HEPACAM,220296,26361,,HEPACAM,"hepatic and glial cell adhesion molecule","gene with protein product"
225,T039145,t044463,1,200.0000,0.597014925373,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
226,T039145,t107960,1,196.0000,0.594728990552,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
227,T039145,t112220,1,185.0000,0.589845694375,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
228,T039145,t107097,1,184.0000,0.589347934296,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
229,T039145,t098759,1,183.0000,0.589143426295,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
230,T039145,t198872,1,169.0000,0.581881533101,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
231,T028278,t039145,1,167.0000,0.580019880716,p6@C12orf53,196500,25338,Q8IYJ0,PIANP,"PILR alpha associated neural protein","gene with protein product"
232,T039145,t176238,1,159.0000,0.578054862843,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
233,T039145,t071753,1,159.0000,0.576903932305,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
234,T039145,t063569,1,154.0000,0.575274177468,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
235,T039145,t199971,1,155.0000,0.575199203187,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
236,T039145,t132065,1,156.0000,0.575124378109,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
237,T034556,t039145,1,153.0000,0.57506234414,p5@SLITRK1,114798,20297,Q96PX8,SLITRK1,"SLIT and NTRK like family member 1","gene with protein product"
238,T039145,t153798,1,149.0000,0.572211155378,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
239,T039145,t129700,1,146.0000,0.571286141575,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
240,T039145,t097621,1,145.0000,0.571072319202,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
241,T039145,t172184,1,143.0000,0.56922310757,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
242,T039145,t089221,1,142.0000,0.568725099602,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
243,T039145,t152526,1,144.0000,0.568588469185,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
244,T039145,t152435,1,136.0000,0.567149276086,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
245,T033471,t039145,1,137.0000,0.566517189836,p10@HTR2A,3356,5293,,HTR2A,"5-hydroxytryptamine receptor 2A","gene with protein product"
246,T039145,t127203,1,136.0000,0.566018933732,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
247,T035192,t039145,1,132.0000,0.565152271593,p1@BEGAIN,57596,24163,G3V3A2,BEGAIN,"brain enriched guanylate kinase associated","gene with protein product"
248,T037251,t039145,1,131.0000,0.563527653214,p2@JPH4,84502,20156,,JPH4,"junctophilin 4","gene with protein product"
249,T039145,t083427,1,131.0000,0.563527653214,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
250,T039145,t061998,1,126.0000,0.559920437593,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
251,T039145,t199514,1,121.0000,0.558823529412,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
252,T039145,t112219,1,117.0000,0.555168986083,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
253,T039145,t070286,1,113.0000,0.554282868526,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
254,T025377,t039145,1,110.0000,0.55416874688,p3@RAPGEF3,10411,16629,F8VXK1,RAPGEF3,"Rap guanine nucleotide exchange factor 3","gene with protein product"
255,T039145,t100832,1,113.0000,0.553731343284,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
256,T039145,t154931,1,104.0000,0.550623441397,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
257,T039145,t147773,1,102.0000,0.547713717694,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
258,T039145,t173833,1,096.0000,0.545816733068,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
259,T039145,t106969,1,096.0000,0.545816733068,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
260,T039145,t133816,1,091.0000,0.542516161114,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
261,T039145,t159283,1,086.0000,0.54218671992,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
262,T039145,t069849,1,086.0000,0.540029835903,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
263,T039145,t060617,1,082.0000,0.538308457711,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
264,T039145,t060799,1,079.0000,0.537618335825,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
265,T013944,t039145,1,074.0000,0.535393818544,p16@SLC1A2,6506,10940,,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
266,T039145,t040206,1,070.0000,0.534465534466,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
267,T019017,t039145,1,072.0000,0.534130543099,p3@RAB30,27314,9770,E9PMJ1,RAB30,"RAB30, member RAS oncogene family","gene with protein product"
268,T007542,t039145,1,069.0000,0.532901296112,p5@NRG3,10718,7999,Q2LC36,NRG3,"neuregulin 3","gene with protein product"
269,T011207,t039145,1,068.0000,0.532402791625,p2@NRGN,4900,8000,Q92686,NRGN,neurogranin,"gene with protein product"
270,T010626,t039145,1,071.0000,0.5317775571,p8@USP2,9099,12618,E9PSH6,USP2,"ubiquitin specific peptidase 2","gene with protein product"
271,T039145,t052309,1,067.0000,0.531374501992,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
272,T039145,t126638,1,069.0000,0.531312127237,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
273,T039145,t155646,1,066.0000,0.531141006477,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
274,T039145,t120879,1,052.0000,0.524688279302,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
275,T039145,t194439,1,051.0000,0.522365805169,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
276,T011958,t039145,1,043.0000,0.519422310757,p3@B3GAT1,27087,921,Q9P2W7,B3GAT1,"beta-1,3-glucuronyltransferase 1","gene with protein product"
277,T035341,t039145,1,044.0000,0.51888667992,p7@PPP2R5C,5527,9311,"F5GWP3,B4DYJ8,Q6ZN33",PPP2R5C,"protein phosphatase 2 regulatory subunit B'gamma","gene with protein product"
278,T039145,t129116,1,045.0000,0.518610421836,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
279,T036381,t039145,1,040.0000,0.518186347783,p8@NDRG2,57447,14460,,NDRG2,"NDRG family member 2","gene with protein product"
280,T039145,t168524,1,035.0000,0.515952143569,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
281,T039145,t158710,1,029.0000,0.513216957606,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
282,T039145,t179424,1,029.0000,0.512450199203,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
283,T039145,t078492,1,027.0000,0.511454183267,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
284,T039145,t107965,1,023.0000,0.509715994021,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
285,T039145,t194444,1,019.0000,0.509245377311,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
286,T039145,t161068,1,021.0000,0.509226932668,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
287,T039145,t105258,1,021.0000,0.508213041314,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
288,T039145,t164954,1,018.0000,0.507984031936,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
289,T039145,t166037,1,018.0000,0.507477567298,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
290,T039145,t088948,1,019.0000,0.506965174129,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
291,T039145,t051099,1,013.0000,0.505741387918,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
292,T000627,t039145,1,015.0000,0.504724017902,p22@NEURL,9148,7761,"B4DS86,O76050",NEURL1,"neuralized E3 ubiquitin protein ligase 1","gene with protein product"
293,T039145,t144698,1,011.0000,0.503988035892,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
294,T003915,t039145,1,011.0000,0.503736920777,p6@WAC,51322,17327,Q9BTA9,WAC,"WW domain containing adaptor with coiled-coil","gene with protein product"
295,T039145,t044545,1,010.0000,0.502487562189,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
296,T039145,t133587,1,002.0000,0.499501495513,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
297,T039145,t083404,1,001.0000,0.499002991027,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
298,T013997,t039145,1,003.0000,0.49776674938,p1@SLC1A2,6506,10940,P43004,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
299,T039145,t057979,1,000.0000,0.497017892644,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
300,T039145,t160932,997.0000,0.495773247141,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
301,T039145,t049950,996.0000,0.49552238806,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
302,T039145,t127996,993.0000,0.493538767396,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
303,T039145,t195899,986.0000,0.492015968064,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
304,T039145,t040987,987.0000,0.491289198606,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
305,T039145,t071131,977.0000,0.486796213254,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
306,T039145,t045921,973.0000,0.484803188839,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
307,T039145,t105772,972.0000,0.483822797412,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
308,T039145,t065717,963.0000,0.479581673307,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
309,T039145,t122131,960.0000,0.477611940299,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
310,T030800,t039145,955.0000,0.475360876058,p2@SLC9A7P1,,32679,,SLC9A7P1,"solute carrier family 9 member 7 pseudogene 1",pseudogene
311,T039145,t183364,953.0000,0.475074775673,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
312,T039145,t121371,943.0000,0.470089730808,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
313,T001382,t039145,945.0000,0.469915464943,p2@ATRNL1,26033,29063,"F5H129,Q5VV63",ATRNL1,"attractin like 1","gene with protein product"
314,T039145,t191748,941.0000,0.468858993523,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
315,T039145,t152650,937.0000,0.466865969108,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
316,T039145,t150614,936.0000,0.466367713004,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
317,T039145,t101524,936.0000,0.465440079562,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
318,T039145,t191598,933.0000,0.465104685942,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
319,T039145,t092604,932.0000,0.464606181456,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
320,T039145,t197950,932.0000,0.464143426295,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
321,T039145,t133825,927.0000,0.460735586481,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
322,T039145,t159486,922.0000,0.460079840319,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
323,T039145,t083560,917.0000,0.456900847035,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
324,T039145,t148471,914.0000,0.454952712792,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
325,T039145,t108912,899.0000,0.44793223717,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
326,T019993,t039145,898.0000,0.446988551518,p1@ANO4,121601,23837,,ANO4,"anoctamin 4","gene with protein product"
327,T039145,t127282,897.0000,0.44671314741,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
328,T039145,t192097,898.0000,0.446544007956,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
329,T039145,t155645,899.0000,0.446153846154,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
330,T039145,t062795,895.0000,0.445939212755,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
331,T039145,t131119,896.0000,0.445328031809,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
332,T024879,t039145,895.0000,0.444389275074,p14@LRRK2,120892,18618,,LRRK2,"leucine rich repeat kinase 2","gene with protein product"
333,T039145,t141150,890.0000,0.443227091633,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
334,T039145,t183179,887.0000,0.441293532338,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
335,T039145,t157513,884.0000,0.440019910403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
336,T039145,t141754,883.0000,0.439741035857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
337,T039145,t125052,877.0000,0.437188434696,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
338,T039145,t050692,873.0000,0.435846230654,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
339,T039145,t104247,875.0000,0.435323383085,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
340,T039145,t114462,871.0000,0.434847728407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
341,T039145,t148822,873.0000,0.434760956175,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
342,T011107,t039145,872.0000,0.434695912263,p7@SCN3B,55800,20665,Q9NY72,SCN3B,"sodium voltage-gated channel beta subunit 3","gene with protein product"
343,T010759,t039145,867.0000,0.431772908367,p12@DKK3,27122,2893,"F8W7H2,Q9UBP4",DKK3,"dickkopf WNT signaling pathway inhibitor 3","gene with protein product"
344,T039145,t176237,853.0000,0.424378109453,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
345,T025659,t039145,850.0000,0.423306772908,p1@KCNH3,23416,6252,Q9ULD8,KCNH3,"potassium voltage-gated channel subfamily H member 3","gene with protein product"
346,T009893,t039145,850.0000,0.423306772908,p2@TMPRSS5,80975,14908,"F5H2M3,G5EA43,F5GX83,Q0P513,Q9H3S3",TMPRSS5,"transmembrane protease, serine 5","gene with protein product"
347,T014021,t039145,849.0000,0.423230309073,p4@TRIM44,54765,19016,,TRIM44,"tripartite motif containing 44","gene with protein product"
348,T039145,t045260,852.0000,0.422619047619,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
349,T039145,t104652,848.0000,0.422521175884,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
350,T039145,t161008,847.0000,0.4222333001,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
351,T039145,t132251,844.0000,0.420109507218,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
352,T039145,t127142,841.0000,0.419660678643,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
353,T039145,t148730,845.0000,0.418731417245,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
354,T008017,t039145,838.0000,0.41670810542,p13@LIPA,3988,6617,,LIPA,"lipase A, lysosomal acid type","gene with protein product"
355,T039145,t053902,831.0000,0.413844621514,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
356,T039145,t052980,830.0000,0.412935323383,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
357,T039145,t136639,825.0000,0.410447761194,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
358,T039145,t140989,823.0000,0.409452736318,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
359,T039145,t100269,819.0000,0.408071748879,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
360,T039145,t154356,819.0000,0.407462686567,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
361,T039145,t147580,817.0000,0.40606361829,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
362,T039145,t155632,816.0000,0.40576827449,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
363,T039145,t051532,814.0000,0.405176704828,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
364,T005820,t039145,812.0000,0.403980099502,p4@ZNF365,22891,18194,Q70YC5,ZNF365,"zinc finger protein 365","gene with protein product"
365,T039145,t131397,809.0000,0.402888446215,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
