"entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
"e:6643","h:11173","","SNX2","sorting nexin 2","gene with protein product"
"e:114294","h:16468","","LACTB","lactamase beta","gene with protein product"
"e:9848","h:29083","","MFAP3L","microfibrillar associated protein 3 like","gene with protein product"
"e:10049","h:14888","C9J2C4,E9PH18,B4DN73,O75190","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6","gene with protein product"
"e:10142","h:379","Q6PJH3","AKAP9","A-kinase anchoring protein 9","gene with protein product"
"e:166348","h:25731","Q3ZCT8","KBTBD12","kelch repeat and BTB domain containing 12","gene with protein product"
"e:22949","h:18429","Q5JVP3,Q5JVP2,Q9H1X5,Q14914,F5GY50,B4DPK3","PTGR1","prostaglandin reductase 1","gene with protein product"
"e:253461","h:26636","D6RC86","ZBTB38","zinc finger and BTB domain containing 38","gene with protein product"
"e:729830","h:34237","","FAM160A1","family with sequence similarity 160 member A1","gene with protein product"
"e:8110","h:17427","G5EA56,F5H575,Q92784","DPF3","double PHD fingers 3","gene with protein product"
"e:2633","h:4182","","GBP1","guanylate binding protein 1","gene with protein product"
"e:93621","h:24549","Q9Y605","MRFAP1","Morf4 family associated protein 1","gene with protein product"
"e:23190","h:14860","Q6PJ80","UBXN4","UBX domain protein 4","gene with protein product"
"e:351","h:620","P05067","APP","amyloid beta precursor protein","gene with protein product"
"e:10808","h:16969","","HSPH1","heat shock protein family H (Hsp110) member 1","gene with protein product"
"e:4299","h:7135","","AFF1","AF4/FMR2 family member 1","gene with protein product"
"e:51329","h:18076","","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4","gene with protein product"
"e:55559","h:32979","A6NDA1,Q99871,B4DJM4","HAUS7","HAUS augmin like complex subunit 7","gene with protein product"
"e:7184","h:12028","P14625","HSP90B1","heat shock protein 90 beta family member 1","gene with protein product"
"e:4209","h:6997","Q14814,Q4LE66","MEF2D","myocyte enhancer factor 2D","gene with protein product"
"e:3550","h:5958","","IK","IK cytokine, down-regulator of HLA II","gene with protein product"
"e:23016","h:28112","","EXOSC7","exosome component 7","gene with protein product"
"e:284058","h:24565","Q7Z3B3","KANSL1","KAT8 regulatory NSL complex subunit 1","gene with protein product"
"e:56907","h:30622","Q08AE8","SPIRE1","spire type actin nucleation factor 1","gene with protein product"
"e:5837","h:9726","","PYGM","glycogen phosphorylase, muscle associated","gene with protein product"
"e:3572","h:6021","","IL6ST","interleukin 6 signal transducer","gene with protein product"
"e:27327","h:11969","Q8NDV7","TNRC6A","trinucleotide repeat containing 6A","gene with protein product"
"e:1158","h:1994","P06732","CKM","creatine kinase, M-type","gene with protein product"
"e:960","h:1681","","CD44","CD44 molecule (Indian blood group)","gene with protein product"
"e:56899","h:24600","","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B","gene with protein product"
"e:64397","h:23240","",NA,NA,NA
"e:221662","h:21539","","RBM24","RNA binding motif protein 24","gene with protein product"
"e:56099","h:8714","Q9Y5F8","PCDHGB7","protocadherin gamma subfamily B, 7","protocadherin"
"e:2934","h:4620","","GSN","gelsolin","gene with protein product"
"e:64397","h:23240","Q9H2Y7",NA,NA,NA
"e:10579","h:11523","","TACC2","transforming acidic coiled-coil containing protein 2","gene with protein product"
"e:477","h:800","","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2","gene with protein product"
"e:4915","h:8032","","NTRK2","neurotrophic receptor tyrosine kinase 2","gene with protein product"
"e:58486","h:30803","","ZBED5","zinc finger BED-type containing 5","gene with protein product"
"e:6272","h:11186","B4DWI3,Q99523","SORT1","sortilin 1","gene with protein product"
"e:129446","h:14303","A4UGR9","XIRP2","xin actin binding repeat containing 2","gene with protein product"
"e:7134","h:11943","","TNNC1","troponin C1, slow skeletal and cardiac type","gene with protein product"
"e:9659","h:15580","F8WAP5","PDE4DIP","phosphodiesterase 4D interacting protein","gene with protein product"
"e:444","h:757","","ASPH","aspartate beta-hydroxylase","gene with protein product"
"e:831","h:1515","Q6AZE3","CAST","calpastatin","gene with protein product"
"e:9659","h:15580","E9PIN2,E9PJA9","PDE4DIP","phosphodiesterase 4D interacting protein","gene with protein product"
"e:10752","h:1939","","CHL1","cell adhesion molecule L1 like","gene with protein product"
"e:90523","h:21355","Q5VWP3,D6RE05","MLIP","muscular LMNA interacting protein","gene with protein product"
"e:1975","h:3285","","EIF4B","eukaryotic translation initiation factor 4B","gene with protein product"
"e:4482","h:7377","","MSRA","methionine sulfoxide reductase A","gene with protein product"
"e:5348","h:4025","O00168","FXYD1","FXYD domain containing ion transport regulator 1","gene with protein product"
"e:4625","h:7577","A5YM51","MYH7","myosin heavy chain 7","gene with protein product"
"e:1879","h:3126","","EBF1","early B-cell factor 1","gene with protein product"
"e:5864","h:9777","P20336","RAB3A","RAB3A, member RAS oncogene family","gene with protein product"
"e:3983","h:78","","ABLIM1","actin binding LIM protein 1","gene with protein product"
"e:4131","h:6836","Q5H9P1","MAP1B","microtubule associated protein 1B","gene with protein product"
"e:147179","h:30923","","WIPF2","WAS/WASL interacting protein family member 2","gene with protein product"
"e:4857","h:7886","F8VYI3","NOVA1","NOVA alternative splicing regulator 1","gene with protein product"
"e:373156","h:16906","Q2NLC8","GSTK1","glutathione S-transferase kappa 1","gene with protein product"
"e:4799","h:7803","A0JLR2","NFX1","nuclear transcription factor, X-box binding 1","gene with protein product"
"e:488","h:812","P16615","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2","gene with protein product"
"e:343637","h:16175","Q2I0M5","RSPO4","R-spondin 4","gene with protein product"
"e:6000","h:10003","Q5T3H5","RGS7","regulator of G-protein signaling 7","gene with protein product"
"e:126393","h:26511","","HSPB6","heat shock protein family B (small) member 6","gene with protein product"
"e:5339","h:9069","","PLEC","plectin","gene with protein product"
"e:122416","h:20096","Q96BM1","ANKRD9","ankyrin repeat domain 9","gene with protein product"
"e:5837","h:9726","P11217","PYGM","glycogen phosphorylase, muscle associated","gene with protein product"
"e:4784","h:7788","Q13051","NFIX","nuclear factor I X","gene with protein product"
"e:2891","h:4572","A8MT92,P42262","GRIA2","glutamate ionotropic receptor AMPA type subunit 2","gene with protein product"
"e:10294","h:14884","O60884","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2","gene with protein product"
"e:55870","h:19088","","ASH1L","ASH1 like histone lysine methyltransferase","gene with protein product"
"e:120892","h:18618","","LRRK2","leucine rich repeat kinase 2","gene with protein product"
"e:8557","h:11610","A2TDC0,O15273","TCAP","titin-cap","gene with protein product"
"e:157310","h:28319","Q96S96","PEBP4","phosphatidylethanolamine binding protein 4","gene with protein product"
"e:7905","h:30077","","REEP5","receptor accessory protein 5","gene with protein product"
"e:128553","h:13010","Q9NRE2","TSHZ2","teashirt zinc finger homeobox 2","gene with protein product"
"e:4151","h:6915","B0QYF7,B4DUI1,P02144","MB","myoglobin","gene with protein product"
"e:9378","h:8008","","NRXN1","neurexin 1","gene with protein product"
"e:10075","h:30892","Q7Z6Z7","HUWE1","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase","gene with protein product"
"e:10930","h:605","B4DUL0","APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2","gene with protein product"
"e:56204","h:25609","Q32MH5","FAM214A","family with sequence similarity 214 member A","gene with protein product"
"e:7067","h:11796","P10827","THRA","thyroid hormone receptor, alpha","gene with protein product"
"e:284","h:484","","ANGPT1","angiopoietin 1","gene with protein product"
"e:1674","h:2770","","DES","desmin","gene with protein product"
"e:4134","h:6862","Q86V26","MAP4","microtubule associated protein 4","gene with protein product"
"e:57142","h:14085","Q7L7Q5,Q9NQC3","RTN4","reticulon 4","gene with protein product"
"e:23189","h:19309","","KANK1","KN motif and ankyrin repeat domains 1","gene with protein product"
"e:117248","h:21531","Q8N3T1","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","gene with protein product"
"e:290","h:500","","ANPEP","alanyl aminopeptidase, membrane","gene with protein product"
"e:1268","h:2159","F8W187","CNR1","cannabinoid receptor 1","gene with protein product"
"e:10699","h:19012","Q9Y5Q5","CORIN","corin, serine peptidase","gene with protein product"
"e:5566","h:9380","B7Z708","PRKACA","protein kinase cAMP-activated catalytic subunit alpha","gene with protein product"
"e:7474","h:12784","P41221","WNT5A","Wnt family member 5A","gene with protein product"
"e:316","h:553","","AOX1","aldehyde oxidase 1","gene with protein product"
"e:8091","h:5009","P52926","HMGA2","high mobility group AT-hook 2","gene with protein product"
"e:9536","h:9599","O14684","PTGES","prostaglandin E synthase","gene with protein product"
"e:5442","h:9200","O00411,Q4G0F4","POLRMT","RNA polymerase mitochondrial","gene with protein product"
"e:26289","h:365","E9PIS7","AK5","adenylate kinase 5","gene with protein product"
"e:147372","h:29426","Q6UXH8","CCBE1","collagen and calcium binding EGF domains 1","gene with protein product"
"e:9915","h:16876","","ARNT2","aryl hydrocarbon receptor nuclear translocator 2","gene with protein product"
"e:1029","h:1787","P42771","CDKN2A","cyclin dependent kinase inhibitor 2A","gene with protein product"
"e:9659","h:15580","Q5VU43","PDE4DIP","phosphodiesterase 4D interacting protein","gene with protein product"
"e:387758","h:33747","Q8TAL6","FIBIN","fin bud initiation factor homolog (zebrafish)","gene with protein product"
"e:128272","h:26604","","ARHGEF19","Rho guanine nucleotide exchange factor 19","gene with protein product"
"e:9420","h:2652","O75881","CYP7B1","cytochrome P450 family 7 subfamily B member 1","gene with protein product"
"e:30818","h:15523","Q9Y2W7","KCNIP3","potassium voltage-gated channel interacting protein 3","gene with protein product"
"e:10417","h:11253","D6RB12,Q9BUD6","SPON2","spondin 2","gene with protein product"
"e:54587","h:7542","","MXRA8","matrix remodeling associated 8","gene with protein product"
"e:29015","h:17466","E9PLW1","SLC43A3","solute carrier family 43 member 3","gene with protein product"
"e:284677","h:27647","","C1orf204","chromosome 1 open reading frame 204","gene with protein product"
"e:4720","h:7708","","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2","gene with protein product"
"e:133","h:259","E9PML4,E9PQE6,E9PL83,P35318","ADM","adrenomedullin","gene with protein product"
"e:143903","h:29471","E9PK64","LAYN","layilin","gene with protein product"
"e:643314","h:29111","O94854","KIAA0754","KIAA0754","gene with protein product"
"e:10529","h:16932","","NEBL","nebulette","gene with protein product"
"e:55198","h:18242","","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2","gene with protein product"
"e:5806","h:9692","P26022","PTX3","pentraxin 3","gene with protein product"
"e:2201","h:3604","D6RJI3","FBN2","fibrillin 2","gene with protein product"
"e:6781","h:11373","","STC1","stanniocalcin 1","gene with protein product"
"e:81846","h:2135","","SBF2","SET binding factor 2","gene with protein product"
"e:25992","h:24696","","SNED1","sushi, nidogen and EGF like domains 1","gene with protein product"
"e:10410","h:5414","","IFITM3","interferon induced transmembrane protein 3","gene with protein product"
"e:28981","h:14313","Q8WYA0","IFT81","intraflagellar transport 81","gene with protein product"
"e:3204","h:5108","","HOXA7","homeobox A7","gene with protein product"
"e:10290","h:16901","","SPEG","SPEG complex locus","gene with protein product"
"e:79987","h:15985","B3KQM1,Q4LDE5","SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","gene with protein product"
"e:54453","h:18750","Q8WYP3","RIN2","Ras and Rab interactor 2","gene with protein product"
"e:11082","h:3466","Q9NQ30","ESM1","endothelial cell specific molecule 1","gene with protein product"
"e:8000","h:9500","","PSCA","prostate stem cell antigen","gene with protein product"
"e:406976","h:31571","","MIR199A1","microRNA 199a-1","RNA, micro"
"e:57545","h:29253","","CC2D2A","coiled-coil and C2 domain containing 2A","gene with protein product"
"e:22836","h:18757","O94955","RHOBTB3","Rho related BTB domain containing 3","gene with protein product"
"e:147495","h:15718","Q8J025","APCDD1","APC down-regulated 1","gene with protein product"
"e:7474","h:12784","","WNT5A","Wnt family member 5A","gene with protein product"
"e:5754","h:9618","","PTK7","protein tyrosine kinase 7 (inactive)","gene with protein product"
"e:10758","h:1343","","TRAF3IP2","TRAF3 interacting protein 2","gene with protein product"
"e:221458","h:21202","F6S0W8","KIF6","kinesin family member 6","gene with protein product"
"e:9454","h:17514","B2RA10,Q9NSC5","HOMER3","homer scaffolding protein 3","gene with protein product"
"e:10079","h:13540","","ATP9A","ATPase phospholipid transporting 9A (putative)","gene with protein product"
"e:80036","h:17992","","TRPM3","transient receptor potential cation channel subfamily M member 3","gene with protein product"
"e:23176","h:16511","C9J4G8","SEPT8","septin 8","gene with protein product"
"e:54960","h:26044","Q9NWZ8","GEMIN8","gem nuclear organelle associated protein 8","gene with protein product"
"e:2327","h:3770","Q99518,Q5JPC7,Q86U73","FMO2","flavin containing monooxygenase 2","gene with protein product"
"e:8425","h:6717","B7Z8L2","LTBP4","latent transforming growth factor beta binding protein 4","gene with protein product"
"e:5737","h:9600","P43088","PTGFR","prostaglandin F receptor","gene with protein product"
"e:220965","h:19371","D6RIX4","FAM13C","family with sequence similarity 13 member C","gene with protein product"
"e:64978","h:14033","B8ZZ57,Q96DV4","MRPL38","mitochondrial ribosomal protein L38","gene with protein product"
"e:83648","h:15549","Q96KS9","FAM167A","family with sequence similarity 167 member A","gene with protein product"
